Company Name,Type,Ex-Date,Record Date,Date Paid/Payable,Particulars
"ISR CAPITAL LIMITED","DIVIDEND","08 May 2006","10 May 2006","25 May 2006","SGD 0.005 ONE-TIER TAX"
"JADASON ENTERPRISES LTD","DIVIDEND","08 May 2006","10 May 2006","26 May 2006","SGD 0.00375 LESS TAX"
"MULTI-CHEM LIMITED","DIVIDEND","08 May 2006","10 May 2006","23 May 2006","SGD 0.01403 ONE-TIER TAX"
"OCEAN INT'L HOLDINGS LIMITED","DIVIDEND","08 May 2006","10 May 2006","23 May 2006","SGD 0.002 ONE-TIER TAX"
"PETRA FOODS LIMITED","DIVIDEND","08 May 2006","10 May 2006","25 May 2006","SGD 0.0156 ONE-TIER TAX"
"POH TIONG CHOON LOGISTICS LTD","DIVIDEND","08 May 2006","10 May 2006","22 May 2006","SGD 0.005 LESS TAX"
"POH TIONG CHOON LOGISTICS LTD","DIVIDEND","08 May 2006","10 May 2006","22 May 2006","SGD 0.0075 LESS TAX"
"QAF LTD","DIVIDEND","08 May 2006","10 May 2006","22 May 2006","SGD 0.02 LESS TAX"
"SAN TEH LIMITED","DIVIDEND","08 May 2006","10 May 2006","22 May 2006","SGD 0.01 LESS TAX"
"SELECT GROUP LIMITED","DIVIDEND","08 May 2006","10 May 2006","24 May 2006","SGD 0.004 ONE-TIER TAX"
"SING LUN HOLDINGS LIMITED","DIVIDEND","08 May 2006","10 May 2006","26 May 2006","SGD 0.008 ONE-TIER TAX"
"TECKWAH INDUSTRIAL CORP LTD","DIVIDEND","08 May 2006","10 May 2006","25 May 2006","SGD 0.008 NET OF TAX"
"UNITED INDUSTRIAL CORP LTD","DIVIDEND","08 May 2006","10 May 2006","26 May 2006","SGD 0.02 LESS TAX"
"YING LI INTL REAL ESTATE LTD","DIVIDEND","08 May 2006","10 May 2006","26 May 2006","SGD 0.00653 NET OF TAX"
"AA GROUP HOLDINGS LTD.","DIVIDEND","05 May 2006","09 May 2006","22 May 2006","SGD 0.0066 ONE-TIER TAX"
"AEM HOLDINGS LTD","DIVIDEND","05 May 2006","09 May 2006","23 May 2006","SGD 0.005 ONE-TIER TAX"
"ASIA ENTERPRISES HOLDING LTD","DIVIDEND","05 May 2006","09 May 2006","26 May 2006","SGD 0.01774 ONE-TIER TAX"
"C&G ENV PROTECT HLDGS LTD","DIVIDEND","05 May 2006","09 May 2006","30 May 2006","SGD 0.015"
"CHINA POWERPLUS LIMITED","DIVIDEND","05 May 2006","09 May 2006","25 May 2006","SGD 0.0025 ONE-TIER TAX"
"CITIC ENVIROTECH LTD.","DIVIDEND","05 May 2006","09 May 2006","22 May 2006","SGD 0.002 ONE-TIER TAX"
"CITYNEON HOLDINGS LIMITED","DIVIDEND","05 May 2006","09 May 2006","23 May 2006","SGD 0.0147 ONE-TIER TAX"
"COSCO CORPORATION (S) LTD","DIVIDEND","05 May 2006","09 May 2006","01 Jun 2006","SGD 0.02 ONE-TIER TAX"
"CSE GLOBAL LTD","DIVIDEND","05 May 2006","09 May 2006","19 May 2006","SGD 0.025 ONE-TIER TAX"
"FULL APEX (HOLDINGS) LIMITED","DIVIDEND","05 May 2006","09 May 2006","22 May 2006","CNY 0.046"
"FURAMA LTD.","DIVIDEND","05 May 2006","09 May 2006","23 May 2006","SGD 0.03 LESS TAX"
"FURAMA LTD.","DIVIDEND","05 May 2006","09 May 2006","23 May 2006","SGD 0.02 LESS TAX"
"GUTHRIE GTS LTD","DIVIDEND","05 May 2006","09 May 2006","22 Jun 2006","SGD 0.005 LESS TAX"
"GUTHRIE GTS LTD","DIVIDEND","05 May 2006","09 May 2006","22 Jun 2006","SGD 0.0225 LESS TAX"
"GUTHRIE GTS LTD","RIGHTS","05 May 2006","09 May 2006","","OFFER OF 1 FOR 10 @ SGD 0.18"
"HONG LEONG ASIA LTD.","DIVIDEND","05 May 2006","09 May 2006","25 May 2006","SGD 0.02 LESS TAX"
"HONG LEONG FINANCE LIMITED","DIVIDEND","05 May 2006","09 May 2006","23 May 2006","SGD 0.12 LESS TAX"
"HONG LEONG FINANCE LIMITED","DIVIDEND","05 May 2006","09 May 2006","23 May 2006","(2ND SPECIAL) SGD 0.05 LESS TAX"
"HOTEL GRAND CENTRAL LTD","DIVIDEND","05 May 2006","09 May 2006","25 May 2006","SGD 0.02 LESS TAX"
"HTL INT'L HOLDINGS LIMITED","DIVIDEND","05 May 2006","09 May 2006","22 May 2006","SGD 0.01863 ONE-TIER TAX"
"HTL INT'L HOLDINGS LIMITED","DIVIDEND","05 May 2006","09 May 2006","22 May 2006","SGD 0.00651 ONE-TIER TAX"
"INTERNET TECHNOLOGY GRP LTD","DIVIDEND","05 May 2006","09 May 2006","23 May 2006","SGD 0.001 LESS TAX"
"LEE KIM TAH HLDGS LIMITED","DIVIDEND","05 May 2006","09 May 2006","19 May 2006","SGD 0.01 LESS TAX"
"MCL LAND LIMITED","DIVIDEND","05 May 2006","09 May 2006","22 May 2006","SGD 0.06 LESS TAX"
"MFG INTEGRATION TECHNOLOGY LTD","DIVIDEND","05 May 2006","09 May 2006","26 May 2006","SGD 0.01 LESS TAX"
"OEL (HOLDINGS) LIMITED","DIVIDEND","05 May 2006","09 May 2006","25 May 2006","SGD 0.0005 LESS TAX"
"RAFFLES HOLDINGS LIMITED","DIVIDEND","05 May 2006","09 May 2006","26 May 2006","SGD 0.02 ONE-TIER TAX"
"REYOUNG PHARM HOLDINGS LIMITED","DIVIDEND","05 May 2006","09 May 2006","24 May 2006","CNY 0.015"
"SC GLOBAL DEVELOPMENTS LTD","DIVIDEND","05 May 2006","09 May 2006","24 May 2006","SGD 0.03 LESS TAX"
"SMB UNITED LIMITED","DIVIDEND","05 May 2006","09 May 2006","22 May 2006","SGD 0.013 LESS TAX"
"SOUTHERN PACKAGING GROUP LTD","DIVIDEND","05 May 2006","09 May 2006","26 May 2006","SGD 0.002 ONE-TIER TAX"
"UNITED OVERSEAS BANK LTD","DIVIDEND","05 May 2006","09 May 2006","22 May 2006","SGD 0.4 LESS TAX"
"UNITED OVERSEAS INSURANCE LTD","DIVIDEND","05 May 2006","09 May 2006","22 May 2006","SGD 0.15 LESS TAX"
"AGVA CORPORATION LIMITED","DIVIDEND","04 May 2006","08 May 2006","18 May 2006","USD 0.0025"
"ALLGREEN PROPERTIES LTD","DIVIDEND","04 May 2006","08 May 2006","22 May 2006","SGD 0.06 LESS TAX"
"ASIA POWER CORP LTD","DIVIDEND","04 May 2006","08 May 2006","18 May 2006","SGD 0.009 TAX EXEMPT"
"A-SONIC AEROSPACE LIMITED","DIVIDEND","04 May 2006","08 May 2006","19 May 2006","SGD 0.0025 ONE-TIER TAX"
"AURIC PACIFIC GROUP LIMITED","DIVIDEND","04 May 2006","08 May 2006","22 May 2006","SGD 0.05 ONE-TIER TAX"
"AURIC PACIFIC GROUP LIMITED","DIVIDEND","04 May 2006","08 May 2006","22 May 2006","SGD 0.015 ONE-TIER TAX"
"BEST WORLD INTERNATIONAL LTD","DIVIDEND","04 May 2006","08 May 2006","22 May 2006","SGD 0.006 ONE-TIER TAX"
"BEST WORLD INTERNATIONAL LTD","DIVIDEND","04 May 2006","08 May 2006","22 May 2006","SGD 0.01 ONE-TIER TAX"
"CHINA DAIRY GROUP LTD","DIVIDEND","04 May 2006","08 May 2006","19 May 2006","SGD 0.005 ONE-TIER TAX"
"CHINA FISHERY GROUP LIMITED","DIVIDEND","04 May 2006","08 May 2006","26 May 2006","SGD 0.0236"
"CHINA PAPER HOLDINGS LIMITED","DIVIDEND","04 May 2006","08 May 2006","22 May 2006","CNY 0.111"
"CHINA SUN BIOCHEM TECH GP CO.","DIVIDEND","04 May 2006","08 May 2006","22 May 2006","SGD 0.01"
"EDITION LTD","DIVIDEND","04 May 2006","08 May 2006","23 May 2006","SGD 0.0025 ONE-TIER TAX"
"GSH CORPORATION LIMITED","DIVIDEND","04 May 2006","08 May 2006","23 May 2006","SGD 0.01 ONE-TIER TAX"
"GSH CORPORATION LIMITED","BONUS","04 May 2006","08 May 2006","","OFFER OF 1 FOR 5"
"HIAP MOH CORPORATION LTD","DIVIDEND","04 May 2006","08 May 2006","22 May 2006","SGD 0.0125 LESS TAX"
"HIAP MOH CORPORATION LTD","DIVIDEND","04 May 2006","08 May 2006","22 May 2006","SGD 0.0125 LESS TAX"
"HO BEE LAND LIMITED","DIVIDEND","04 May 2006","08 May 2006","26 May 2006","SGD 0.0075 LESS TAX"
"HO BEE LAND LIMITED","DIVIDEND","04 May 2006","08 May 2006","26 May 2006","SGD 0.0075 LESS TAX"
"HOTEL NEGARA LTD","DIVIDEND","04 May 2006","08 May 2006","25 May 2006","SGD 0.04 LESS TAX"
"ICONIC GLOBAL LIMITED","DIVIDEND","04 May 2006","08 May 2006","19 May 2006","SGD 0.0015 ONE-TIER TAX"
"LUZHOU BIO-CHEM TECHNOLOGY LTD","DIVIDEND","04 May 2006","08 May 2006","24 May 2006","CNY 0.041 ONE-TIER TAX"
"MAPLETREE LOGISTICS TRUST","DIVIDEND","04 May 2006","08 May 2006","30 May 2006","260106 - 310306 SGD 0.0069 LESS TAX"
"MAPLETREE LOGISTICS TRUST","DIVIDEND","04 May 2006","08 May 2006","30 May 2006","260106-310306 SGD 0.0012 TAX EXEMPT"
"MAVERIC LTD.","DIVIDEND","04 May 2006","08 May 2006","24 May 2006","SGD 0.005 LESS TAX"
"NERA ELECTRONICS LTD","DIVIDEND","04 May 2006","08 May 2006","19 May 2006","SGD 0.01 LESS TAX"
"NERATELECOMMUNICATIONS LTD","DIVIDEND","04 May 2006","08 May 2006","19 May 2006","SGD 0.01225 LESS TAX"
"NERATELECOMMUNICATIONS LTD","DIVIDEND","04 May 2006","08 May 2006","19 May 2006","SGD 0.0202 ONE-TIER TAX"
"OSSIA INTERNATIONAL LTD","DIVIDEND","04 May 2006","08 May 2006","20 Jun 2006","SCRIP DIV OPT SGD 0.0075 LESS TAX"
"PINE AGRITECH LIMITED","DIVIDEND","04 May 2006","08 May 2006","22 May 2006","CNY 0.195"
"SAMUDERA SHIPPING LINE LTD","DIVIDEND","04 May 2006","08 May 2006","18 May 2006","SGD 0.0294 TAX EXEMPT"
"SAMUDERA SHIPPING LINE LTD","DIVIDEND","04 May 2006","08 May 2006","18 May 2006","SGD 0.0086 LESS TAX"
"SHANGHAI ASIA HOLDINGS LIMITED","DIVIDEND","04 May 2006","08 May 2006","26 May 2006","SGD 0.00492 ONE-TIER TAX"
"TSIT WING INTL HOLDINGS LTD","DIVIDEND","04 May 2006","08 May 2006","19 May 2006","HKD 0.075"
"VIZ BRANZ LIMITED","DIVIDEND","04 May 2006","08 May 2006","18 May 2006","SGD 0.003 LESS TAX"
"ZHONGGUO JILONG LIMITED","DIVIDEND","04 May 2006","08 May 2006","25 May 2006","SGD 0.0023 ONE-TIER TAX"
"ABR HOLDINGS LIMITED","DIVIDEND","03 May 2006","05 May 2006","23 May 2006","SGD 0.0075 LESS TAX"
"ABR HOLDINGS LIMITED","DIVIDEND","03 May 2006","05 May 2006","23 May 2006","SGD 0.0075 LESS TAX"
"ADAMPAK LIMITED","DIVIDEND","03 May 2006","05 May 2006","19 May 2006","SGD 0.009375 LESS TAX"
"CAPITALAND MALL TRUST","DIVIDEND","03 May 2006","05 May 2006","30 May 2006","010106 - 310306 SGD 0.0272 LESS TAX"
"EXCELPOINT TECHNOLOGY LTD","DIVIDEND","03 May 2006","05 May 2006","18 May 2006","SGD 0.0025 ONE-TIER TAX"
"FERROCHINA LIMITED","DIVIDEND","03 May 2006","05 May 2006","29 May 2006","SGD 0.0225"
"HANWELL HOLDINGS LIMITED","DIVIDEND","03 May 2006","05 May 2006","18 May 2006","SGD 0.002 LESS TAX"
"HDB S$500M4.25%N060513","INTEREST","03 May 2006","05 May 2006","15 May 2006","131105-120506 4.25%"
"HDB S$500M4.25%N060513","ENTITL.","03 May 2006","05 May 2006","15 May 2006","REDEMPTION SGD 1"
"INNOTEK LIMITED","DIVIDEND","03 May 2006","05 May 2006","18 May 2006","SGD 0.01 TAX EXEMPT"
"IPC CORPORATION LIMITED","DIVIDEND","03 May 2006","05 May 2006","18 May 2006","SGD 0.0025 TAX EXEMPT"
"JK YAMING INT'L HLDGS LTD","DIVIDEND","03 May 2006","05 May 2006","18 May 2006","SGD 0.012 ONE-TIER TAX"
"KEPPEL CORPORATION LIMITED","DIVIDEND","03 May 2006","05 May 2006","18 May 2006","SGD 0.13 LESS TAX"
"KEPPEL LAND LIMITED","DIVIDEND","03 May 2006","05 May 2006","23 May 2006","SGD 0.05 ONE-TIER TAX"
"KING'S SAFETYWEAR LIMITED","DIVIDEND","03 May 2006","05 May 2006","19 May 2006","SGD 0.006 ONE-TIER TAX"
"KOH BROTHERS GROUP LIMITED","DIVIDEND","03 May 2006","05 May 2006","23 May 2006","SGD 0.001 ONE-TIER TAX"
"LABROY MARINE LIMITED","DIVIDEND","03 May 2006","05 May 2006","17 May 2006","SGD 0.012 TAX EXEMPT"
"LABROY MARINE LIMITED","DIVIDEND","03 May 2006","05 May 2006","17 May 2006","SGD 0.01 TAX EXEMPT"
"LAFE CORPORATION LIMITED","DIVIDEND","03 May 2006","05 May 2006","19 May 2006","USD 0.007"
"MEMTECH INTERNATIONAL LTD","DIVIDEND","03 May 2006","05 May 2006","18 May 2006","SGD 0.01 ONE-TIER TAX"
"MIDAS HLDGS LIMITED","DIVIDEND","03 May 2006","05 May 2006","26 May 2006","SGD 0.0025 ONE-TIER TAX"
"NTEGRATOR INTERNATIONAL LTD","DIVIDEND","03 May 2006","05 May 2006","16 May 2006","SGD 0.015 ONE-TIER TAX"
"OSIM INTERNATIONAL LTD","DIVIDEND","03 May 2006","05 May 2006","23 May 2006","SGD 0.01 ONE-TIER TAX"
"OSIM INTERNATIONAL LTD","BONUS","03 May 2006","05 May 2006","","OFFER OF 1 FOR 5"
"RAFFLES EDUCATION CORP LTD","DIVIDEND","03 May 2006","05 May 2006","19 May 2006","SGD 0.0125 ONE-TIER TAX"
"ROTARY ENGINEERING LIMITED","DIVIDEND","03 May 2006","05 May 2006","19 May 2006","SGD 0.01 LESS TAX"
"STARHILL GLOBAL REIT","DIVIDEND","03 May 2006","05 May 2006","30 May 2006","010106 - 310306 SGD 0.0144 LESS TAX"
"SUNTEC REAL ESTATE INV TRUST","DIVIDEND","03 May 2006","05 May 2006","30 May 2006","010106 - 310306 SGD 0.01811 LESS TAX"
"TECHCOMP (HOLDINGS) LIMITED","DIVIDEND","03 May 2006","05 May 2006","18 May 2006","SGD 0.01"
"TELECHOICE INTERNATIONAL LTD","DIVIDEND","03 May 2006","05 May 2006","22 May 2006","SGD 0.005 ONE-TIER TAX"
"TELECHOICE INTERNATIONAL LTD","DIVIDEND","03 May 2006","05 May 2006","22 May 2006","SGD 0.02 ONE-TIER TAX"
"UMS HOLDINGS LIMITED","DIVIDEND","03 May 2006","05 May 2006","24 May 2006","SGD 0.0125 ONE-TIER TAX"
"VENTURE CORPORATION LIMITED","DIVIDEND","03 May 2006","05 May 2006","18 May 2006","SGD 0.25 TAX EXEMPT"
"VENTURE CORPORATION LIMITED","DIVIDEND","03 May 2006","05 May 2006","18 May 2006","SGD 0.25 TAX EXEMPT"
"WANT WANT HOLDINGS LTD","DIVIDEND","03 May 2006","05 May 2006","18 May 2006","USD 0.02 ONE-TIER TAX"
"ACTION ASIA LIMITED","DIVIDEND","02 May 2006","04 May 2006","17 May 2006","SGD 0.005 ONE-TIER TAX"
"BENG KUANG MARINE LIMITED","DIVIDEND","02 May 2006","04 May 2006","17 May 2006","SGD 0.0075 LESS TAX"
"BONVESTS HOLDINGS LTD","DIVIDEND","02 May 2006","04 May 2006","23 May 2006","SGD 0.045 LESS TAX"
"CITY DEVELOPMENTS LIMITED","DIVIDEND","02 May 2006","04 May 2006","19 May 2006","SGD 0.075 LESS TAX"
"CITY DEVELOPMENTS LIMITED","DIVIDEND","02 May 2006","04 May 2006","19 May 2006","SGD 0.05 LESS TAX"
"FRAGRANCE GROUP LIMITED","DIVIDEND","02 May 2006","04 May 2006","18 May 2006","SGD 0.038 ONE-TIER TAX"
"KEPPEL TELE & TRAN","DIVIDEND","02 May 2006","04 May 2006","16 May 2006","SGD 0.04 ONE-TIER TAX"
"MATEX INTERNATIONAL LIMITED","DIVIDEND","02 May 2006","04 May 2006","17 May 2006","SGD 0.002 ONE-TIER TAX"
"RAFFLES UNITED HOLDINGS LTD","DIVIDEND","02 May 2006","04 May 2006","25 May 2006","SGD 0.002 LESS TAX"
"RAFFLES UNITED HOLDINGS LTD","DIVIDEND","02 May 2006","04 May 2006","25 May 2006","SGD 0.004 LESS TAX"
"SEMBCORP INDUSTRIES LTD","DIVIDEND","02 May 2006","04 May 2006","19 May 2006","SGD 0.065 LESS TAX"
"STARHUB LTD","DIVIDEND","02 May 2006","04 May 2006","18 May 2006","SGD 0.025 ONE-TIER TAX"
"TREK 2000 INT'L LTD","DIVIDEND","02 May 2006","04 May 2006","16 May 2006","SGD 0.01 LESS TAX"
"WESTECH ELECTRONICS LIMITED","DIVIDEND","02 May 2006","04 May 2006","16 May 2006","SGD 0.0038 LESS TAX"
"WESTECH ELECTRONICS LIMITED","DIVIDEND","02 May 2006","04 May 2006","16 May 2006","SGD 0.007 LESS TAX"
"ADVANCED HOLDINGS LTD.","ENTITL.","28 Apr 2006","03 May 2006","","STOCK SPLIT OFFER OF 2 FOR 1"
"BEAUTY CHINA HOLDINGS LIMITED","DIVIDEND","28 Apr 2006","03 May 2006","23 May 2006","SGD 0.018"
"CWT LIMITED","DIVIDEND","28 Apr 2006","03 May 2006","24 May 2006","SGD 0.03 LESS TAX"
"FOOD EMPIRE HOLDINGS LIMITED","DIVIDEND","28 Apr 2006","03 May 2006","17 May 2006","SGD 0.005 LESS TAX"
"FOOD EMPIRE HOLDINGS LIMITED","DIVIDEND","28 Apr 2006","03 May 2006","17 May 2006","SGD 0.01375 LESS TAX"
"HI-P INTERNATIONAL LIMITED","DIVIDEND","28 Apr 2006","03 May 2006","17 May 2006","SGD 0.01 LESS TAX"
"HOSEN GROUP LTD","DIVIDEND","28 Apr 2006","03 May 2006","18 May 2006","SGD 0.0035 ONE-TIER TAX"
"IFS CAPITAL LIMITED","DIVIDEND","28 Apr 2006","03 May 2006","15 May 2006","SGD 0.05 LESS TAX"
"ISETAN (SINGAPORE) LTD","DIVIDEND","28 Apr 2006","03 May 2006","16 May 2006","SGD 0.075 LESS TAX"
"ISETAN (SINGAPORE) LTD","DIVIDEND","28 Apr 2006","03 May 2006","16 May 2006","SGD 0.175 LESS TAX"
"LTA $500M4.17%N160510","INTEREST","28 Apr 2006","03 May 2006","10 May 2006","101105-090506 4.17%"
"NIPPECRAFT LIMITED","DIVIDEND","28 Apr 2006","03 May 2006","22 May 2006","SGD 0.003 TAX EXEMPT"
"OVERSEA-CHINESE BANKING CORP","DIVIDEND","28 Apr 2006","03 May 2006","18 May 2006","SGD 0.12 LESS TAX"
"SEMBCORP MARINE LTD","DIVIDEND","28 Apr 2006","03 May 2006","18 May 2006","SGD 0.07 LESS TAX"
"SINGAPORE REINSURANCE COR LTD","DIVIDEND","28 Apr 2006","03 May 2006","09 Jun 2006","SGD 0.021 NET OF TAX"
"SINGAPORE REINSURANCE COR LTD","RIGHTS","28 Apr 2006","03 May 2006","","OFFER OF 1 FOR 10 @ SGD 0.21"
"SINWA LIMITED","DIVIDEND","28 Apr 2006","03 May 2006","19 May 2006","SGD 0.01 ONE-TIER TAX"
"SINWA LIMITED","DIVIDEND","28 Apr 2006","03 May 2006","19 May 2006","SGD 0.01 ONE-TIER TAX"
"THE ASCOTT GROUP LIMITED","DIVIDEND","28 Apr 2006","03 May 2006","18 May 2006","SGD 0.004 LESS TAX"
"THE ASCOTT GROUP LIMITED","DIVIDEND","28 Apr 2006","03 May 2006","18 May 2006","SGD 0.008 ONE-TIER TAX"
"THE ASCOTT GROUP LIMITED","DIVIDEND","28 Apr 2006","03 May 2006","18 May 2006","SGD 0.008 ONE-TIER TAX"
"UNITED ENGINEERS 7.5% CUM PREF","DIVIDEND","28 Apr 2006","03 May 2006","16 May 2006","SGD 0.075 LESS TAX"
"UNITED ENGINEERS LTD ORD","DIVIDEND","28 Apr 2006","03 May 2006","16 May 2006","SGD 0.05 LESS TAX"
"UNITED ENGINEERS LTD ORD","DIVIDEND","28 Apr 2006","03 May 2006","16 May 2006","SGD 0.05 LESS TAX"
"YHI INTERNATIONAL LIMITED","DIVIDEND","28 Apr 2006","03 May 2006","15 May 2006","SGD 0.01 ONE-TIER TAX"
"ASIA ENVIRONMENT HOLDINGS LTD","DIVIDEND","27 Apr 2006","02 May 2006","18 May 2006","SGD 0.0025 ONE-TIER TAX"
"CHINA JISHAN HOLDINGS LIMITED","DIVIDEND","27 Apr 2006","02 May 2006","18 May 2006","SGD 0.002 ONE-TIER TAX"
"COLEX HOLDINGS LIMITED","DIVIDEND","27 Apr 2006","02 May 2006","19 May 2006","SGD 0.006 LESS TAX"
"COURAGE MARINE GROUP LIMITED","DIVIDEND","27 Apr 2006","02 May 2006","15 May 2006","USD 0.0132"
"DBSBANK S$1.1B6% NCPS","DIVIDEND","27 Apr 2006","02 May 2006","15 May 2006","151105-140506 6% LESS TAX"
"KINGSMEN CREATIVES LTD","DIVIDEND","27 Apr 2006","02 May 2006","15 May 2006","SGD 0.01 ONE-TIER TAX"
"LUNG KEE (BERMUDA) HLDGS LTD","DIVIDEND","27 Apr 2006","02 May 2006","18 May 2006","HKD 0.11"
"PAN-UNITED MARINE LIMITED","DIVIDEND","27 Apr 2006","02 May 2006","18 May 2006","SGD 0.025 LESS TAX"
"SARINE TECHNOLOGIES LTD","DIVIDEND","27 Apr 2006","02 May 2006","11 May 2006","(ISREALI TAX) USD 0.00865 LESS TAX"
"SINGAPORE PRESS HLDGS LTD","DIVIDEND","27 Apr 2006","02 May 2006","16 May 2006","SGD 0.07 ONE-TIER TAX"
"SINJIA LAND LIMITED","DIVIDEND","27 Apr 2006","02 May 2006","15 May 2006","SGD 0.011 ONE-TIER TAX"
"WBL CORPORATION LIMITED","DIVIDEND","27 Apr 2006","02 May 2006","31 May 2006","SGD 0.1 LESS TAX"
"PAN PACIFIC HOTELS GRP LIMITED","DIVIDEND","26 Apr 2006","28 Apr 2006","15 May 2006","SGD 0.05 LESS TAX"
"UOL GROUP LIMITED","DIVIDEND","26 Apr 2006","28 Apr 2006","15 May 2006","SGD 0.075 ONE-TIER TAX"
"ECS HOLDINGS LIMITED","DIVIDEND","25 Apr 2006","27 Apr 2006","11 May 2006","SGD 0.014 ONE-TIER TAX"
"GREAT EASTERN HLDGS LTD","DIVIDEND","25 Apr 2006","27 Apr 2006","11 May 2006","SGD 0.2 LESS TAX"
"GREAT EASTERN HLDGS LTD","DIVIDEND","25 Apr 2006","27 Apr 2006","11 May 2006","SGD 0.18 LESS TAX"
"HOE LEONG CORPORATION LTD.","DIVIDEND","25 Apr 2006","27 Apr 2006","11 May 2006","SGD 0.00964 NET OF TAX"
"KS ENERGY LIMITED","DIVIDEND","25 Apr 2006","27 Apr 2006","10 May 2006","SGD 0.02 LESS TAX"
"KS ENERGY LIMITED","DIVIDEND","25 Apr 2006","27 Apr 2006","10 May 2006","SGD 0.006 LESS TAX"
"MEDIA ASIA ENTERTAINMT GRP LTD","DIVIDEND","25 Apr 2006","27 Apr 2006","08 May 2006","SGD 0.005"
"PAN-UNITED CORPORATION LTD","DIVIDEND","25 Apr 2006","27 Apr 2006","16 May 2006","SGD 0.015 LESS TAX"
"PAN-UNITED CORPORATION LTD","DIVIDEND","25 Apr 2006","27 Apr 2006","16 May 2006","SGD 0.05 LESS TAX"
"RAFFLES MEDICAL GROUP LTD","DIVIDEND","25 Apr 2006","27 Apr 2006","10 May 2006","SGD 0.01 LESS TAX"
"RAFFLES MEDICAL GROUP LTD","DIVIDEND","25 Apr 2006","27 Apr 2006","10 May 2006","SGD 0.005 ONE-TIER TAX"
"RAFFLES MEDICAL GROUP LTD","DIVIDEND","25 Apr 2006","27 Apr 2006","10 May 2006","SGD 0.015 ONE-TIER TAX"
"SING INVESTMENTS & FINANCE LTD","DIVIDEND","25 Apr 2006","27 Apr 2006","10 May 2006","SGD 0.07 LESS TAX"
"SINGAPORE EXCHANGE LIMITED","DIVIDEND","25 Apr 2006","27 Apr 2006","10 May 2006","SGD 0.015 ONE-TIER TAX"
"UNISTEEL TECHNOLOGY LTD","DIVIDEND","25 Apr 2006","27 Apr 2006","09 May 2006","SGD 0.03 TAX EXEMPT"
"UNISTEEL TECHNOLOGY LTD","DIVIDEND","25 Apr 2006","27 Apr 2006","09 May 2006","SGD 0.015 TAX EXEMPT"
"ASCENDAS REAL ESTATE INV TRUST","DIVIDEND","24 Apr 2006","26 Apr 2006","26 May 2006","010106-310306 SGD 0.0292 LESS TAX"
"BH GLOBAL CORPORATION LIMITED","DIVIDEND","24 Apr 2006","26 Apr 2006","09 May 2006","SGD 0.01 ONE-TIER TAX"
"CHINA MERCHANTS PROP DEVTCOLTD","DIVIDEND","24 Apr 2006","26 Apr 2006","19 May 2006","CNY 0.02"
"CNA GROUP LTD.","DIVIDEND","24 Apr 2006","26 Apr 2006","16 May 2006","SGD 0.0065 LESS TAX"
"KIM ENG HOLDINGS LIMITED","DIVIDEND","24 Apr 2006","26 Apr 2006","09 May 2006","SGD 0.02 LESS TAX"
"KIM ENG HOLDINGS LIMITED","DIVIDEND","24 Apr 2006","26 Apr 2006","09 May 2006","SGD 0.0623 LESS TAX"
"MEMORY DEVICES LIMITED","DIVIDEND","24 Apr 2006","26 Apr 2006","09 May 2006","USD 0.00877"
"UNITED INTL SECURITIES LTD","DIVIDEND","24 Apr 2006","26 Apr 2006","09 May 2006","SGD 0.025 LESS TAX"
"UNITED INTL SECURITIES LTD","DIVIDEND","24 Apr 2006","26 Apr 2006","09 May 2006","SGD 0.04 TAX EXEMPT"
"UNITED INTL SECURITIES LTD","DIVIDEND","24 Apr 2006","26 Apr 2006","09 May 2006","SGD 0.02 TAX EXEMPT"
"8TELECOM INTL HOLDINGS CO LTD","DIVIDEND","21 Apr 2006","25 Apr 2006","05 May 2006","USD 0.00115"
"ADV INTEGRATED MFG CORP LTD","DIVIDEND","21 Apr 2006","25 Apr 2006","05 May 2006","SGD 0.0018 ONE-TIER TAX"
"AQUA-TERRA SUPPLY CO. LIMITED","BONUS","21 Apr 2006","25 Apr 2006","","OFFER OF 1 FOR 2"
"BAN LEONG TECHNOLOGIES LIMITED","DIVIDEND","21 Apr 2006","25 Apr 2006","08 May 2006","SGD 0.0125 LESS TAX"
"CHALLENGER TECHNOLOGIES LTD","DIVIDEND","21 Apr 2006","25 Apr 2006","04 May 2006","SGD 0.01 LESS TAX"
"CHALLENGER TECHNOLOGIES LTD","DIVIDEND","21 Apr 2006","25 Apr 2006","04 May 2006","SGD 0.008 ONE-TIER TAX"
"HONGWEI TECHNOLOGIES LIMITED","DIVIDEND","21 Apr 2006","25 Apr 2006","08 May 2006","CNY 0.0626"
"MEGACHEM LIMITED","DIVIDEND","21 Apr 2006","25 Apr 2006","15 May 2006","SGD 0.0072 LESS TAX"
"PTERIS GLOBAL LIMITED","DIVIDEND","21 Apr 2006","25 Apr 2006","10 May 2006","SGD 0.05 ONE-TIER TAX"
"SPDR DJIA ETF TRUST","DIVIDEND","21 Apr 2006","25 Apr 2006","15 May 2006","USD 0.12135 LESS TAX"
"TAN CHONG INT'L LTD","DIVIDEND","21 Apr 2006","25 Apr 2006","09 Jun 2006","HKD 0.045"
"HERSING CORPORATION LTD","DIVIDEND","20 Apr 2006","24 Apr 2006","08 May 2006","SGD 0.01 ONE-TIER TAX"
